;${file_name};${transripted_speech}
31;english433.mp3;Please call Stella ask her to bring these things with her from store sixteen the fresh no pays five six labs of blue cheese and maybe it's not for her brother ball we also need a small plastic snake and update to a frog for the kids she can scoop these things into three red backs and we will go meet her Wednesday at train station.
32;english355.mp3;Please call, still ask her to bring these things with her from the store six of fresh snow pies five slick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and big toy frog really kids. She can scoop these things into three read bags and we will go meet her Wednesday at the train station.
33;english341.mp3;Costella ask her bring these things with her from the store fixed soon to fresh snow pies five, six plaza, blue cheese and maybe a staff or rather. Bob we also need a small classic snake and big Toria. For the kids. She can scoop these things into three read back and we'll go meet her Wednesday at the train station.
34;english427.mp3;Please call Stella asked you to ring these things with her from store sixteen to fresh no, pies five, six flags and blue cheese and maybe a spec for her brother Bob, we also need a small plastic snake and I've been told from the kids she can scoop these things into three read bags and we will go meet her Wednesday at the train station.
35;english369.mp3;Please consco ask her to bring these things with her from the store six brings a fresh snow pies five six leads a blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big coil frog for the kids. She can scoop these things into three read bags and we will go meet her Wednesday at the train station.
36;english419.mp3;Please call Stella, S. Critter bring these things with her from the store six phones. A fresh snow pace five six labs to blue cheese and maybe a snack per her brother Bob. We also need a small plastic snake and a big twice fraud for the kids. She can scoop these things into three read bags and we will go meet her Wednesday at the train station.
37;english357.mp3;Please call self ask her bring these things with her from the store six to the fresh no, pies labs, blue cheese and maybe a snack for her brother boss. We also need a small fasick snake and a big core for all the kids. She can see these things in the three read bags and we will go meet her Wednesday at the train station.
38;english431.mp3;Please call seller asked her to bring these things with her from star six months of fresh snow pies five, six flags and blue cheese and maybe snap for her brother Bob. We also need a small plastic snake and a big project for the kids she can scoop these things into three read back. We'll go meet her Wednesday at the train station.
39;english425.mp3;Please call store escrow to bring these things with her from the store six things a fresh snow piece five, six slabs of blue cheese and maybe a snack for her brother Bob. They also need a small plastic snake and a big to a frog for the kids she gets scoop these things and the three read bags and we will go and meet her Wednesday at the train station.
40;english343.mp3;Please call Stella ask her to bring these things with her from the store six months of fresh snow pies five, six labs of blue cheese and maybe as knack for her brother Bob. We also need a small plastic snake end up being totally fraud for the kids. She can complete things into three rent bags and we will go meet her Wednesday at the train station.
41;english394.mp3;Please call us to ask her to bring these things with her from the store, six.Five six labs and blue cheese and may be for her brother law we also need a small plastic snake and update to it for for the kids she can scoop these things into three rate bags and we will go meet her wins the at the train station.
42;english380.mp3;Please call Stella asked her to bring these things with her from the store six tens of fresh gnocchi five, six labs a blue cheese and maybe it's not for her brother Bob. We also need a small plastic snake and if they toys to the good things and just reread bad and we will go meet her Wednesday at the train station.
43;english169.mp3;Please call still ask you to bring these things with her from the store six rooms a fresh, no pies five six labs is a blue cheese and maybe it's not for both the Bob we also need a small plastic snake and the big coiffe wrong for the kids. She can scoop these things into three read banks and we will go meet her Wednesday at the train station.
44;english155.mp3;Please call Stella asked her bring the things with from store sixteen fresh. No, please, five, six lines of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big boy frog for the kids. She can scoop these things in the three read bags and we will go meet her Wednesday at the train station.
45;english141.mp3;Please call Stella ask us to bring these things with the firms to six brings a fresh stuff is five six loves the blue face and maybe it's not for brother above bills on a small prospects next big truck for gets she can get these things into for your bags little Jeremy Wednesday.
46;english196.mp3;Maybe is next need a small company?And we will go meet on Wednesday.
47;english182.mp3;Please call Stella ask her to bring these things with her from the store. Six phones are fresh snow piece, five, six labs blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big core frog for the kids. She can scoop piece things and the three read bags and we will go meet her Wednesday at the train station.
48;english12.mp3;Says costella ask us from the store the fresh pays five to six last of blue cheese and maybe it's not for her brother Bob. They also need a small plastic snake and a big truck for the kids business group. They said three rent banks logo we'll go Wednesday the train station.
49;english579.mp3;Please Oscar to bring these things with it from the store five six loved the blue chase and might be a snack for her brother bye-bye we also need a small plastics night and a big toy from for the kids. She can screw these things into three read bags and we will meet Wednesday at the train station.
50;english223.mp3;Please call Stella ask her to bring these things with her from the store six to fresh snow pies five, six slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy from to the kids. She can scoop these things into three read bags and we'll go meet for Wednesday at the train station.
51;english545.mp3;Asked her to bring the same what are from the store refresh no fees far as working maybe it's not for her brother Bob. We also need a plastic snake and they tore for all the key is she can scoop the same industry read base and we will make her aware of the training say.
52;english551.mp3;From the store.For pro or the chicken into bags and WeWork or when the train station.
53;english237.mp3;Please call Stella asked her to bring these things with her from the store six to refresh Nokia five six labs a blue cheese as maybe a snack for her brother Bob. We also need a small plastic snake and a big twice frog for the kids she can skip these things into three read bags and we will go meet her Wednesday at the train station.
54;english550.mp3;Please call so there's good reasons was still six stories of slaves of blue jeans and maybe stack for Robo we also made a small.Maybe they do it for you seeking to read the Lou go major?
55;english236.mp3;Please call after to bring these things with their front of store.Five, six lab and maybe it's not for her brother. We also need a small plastics night and.She can scoop. We think the three read the book go meet for Wednesday.
56;english222.mp3;Please call, ask her to bring these things with her from the store six the fresh snow piece, five, six plaza blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big choice of the kid, she can scoop these things in the three read bags and you'll go me or Wednesday the train station.
57;english544.mp3;Please call Stella ask her to bring these things with her from the store six months of fresh snow pies five fix labs a blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big to a frog for the kids. She can skip these things in the three read bags and we'll go meet her Wednesday at the train station.
58;english578.mp3;Please call Stella ask us to bring the six things with the from the store six fifty is a fresh no pies five six lapses blue cheese and maybe a snack for a protocol also. We need a small plastic snake and a big choice truck to the kids. She can scoop these things into three red backs and we'll go me to Wednesday at the train station. Thank you.
59;english13.mp3;Please call Stella ask him to bring these things with her from the store six booms of fresh snow pies five, six labs of blue cheese and maybe a snack for brother bomb we also need a small plastic snake and it'd be totally frog for the kids she can scoop need things into three read banks and we will go meet her on Wednesday to train station.
60;english183.mp3;Please costella ask her to bring these things with her from the store six effect snow pieces five, six slabs of booties and maybe a snack for her bread, they're both. They also need a small plastic snake and a bake, tie frog. For the kids she can scoop these things into three read bags and then you'll go meet with meet her Wednesday at the train station.
61;english197.mp3;Please call, so I was gonna bring these things with her from the store. Six foods are fresh snow pies five, six labs blue cheese and maybe it's not for her brother Bob. We also need a small plastic snake and a big problem for the kids. She can do these things. New three read bags and we will go meet her Wednesday at the train station.
62;english140.mp3;Please call Stella ask her to bring these things with her from the store. Six points of fresh snow pies five, six labs of blue cheese that may be a snack for her brother Bob. We also need a small plastic snake and the big to a frog for the kids, she can scoop these things into three read bags and we will go meet her Wednesday at the train station.
63;english154.mp3;Please call stuff after Bernice things with or from the store six phones of fresh, no pies five, six wives and blue cheese and maybe your staff. For her brother Bob. We also need a small plastic snake and a big Tory from the kids she can scoop the says just free rent bags and we'll go beach or Wednesday at the train station.
64;english168.mp3;Please ask her to bring these things with her from the store, six boons afresh no piece five, six labs of blue cheese and maybe it's Nick. For her brother Bob. We also need a small plastic snake and the big twelve frog for the kids. She can scoop these things into three read bags and we will go meet her Wednesday at the transition.
65;english381.mp3;Please call though S. her to ring the things with her from the store six first no P. five the slab your blue jeans and maybe a snack brother blah. We also need a small plastics snake and the toys for all the key is she can scoop these things into three real bad and we will go meet her listed at the train station.
66;english395.mp3;Please call Stella ask her to bring these things with her from the store six phones freshness be five, six labs of blue cheese and maybe a snack for her brother about. We also need a small plastic snake and a big toy for all for the G. she can scoop these things up in the three read bag and it will go meet her Wednesday. I've train station.
67;english424.mp3;Please call, spell, ask her to bring these things with her from the scroll six months of fresh snow pays back then slabs of Bluejeans and maybe a snack bar brother Bob, we also need a small plastic snake and I told her for all, for the kids she can scoop these things into three re bags and we will go meet her, we actually had to train station.
68;english342.mp3;Please call Stella asked her to bring these things with their from the store six binance a fresh no pies five six labs a blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big problem for the kids, she can scoop these things and the three read bags and we will go meet her Wednesday at the train station.
69;english356.mp3;Please call, ask her to bring these things with her from the store six students and fresh, no, pies five, six loudly blue cheese and maybe it's not for her brother Bob we also need a small plastic snake and the big twice products for the kids she can scoop these things just reread bags and we will go meet her Wednesday at the train station.
70;english430.mp3;Please call Stella ask her to remain things from the 16th of fresh night base by six slabs of blue cheese and maybe is next to her brother go. We'll say national plastic snake and a big toys broke for the kids. She can get a things into three right back and we'll meet her Wednesday at the train station.
71;english418.mp3;Please call Stella.These things with her from the store six of fresh snow pies five, six labs of ECES and maybe a snack for, or rather. Bob we also need a plastic snake and a big for for the kids. She can do these things into three read bags and we will go need or Wednesday at the train station.
72;english434.mp3;Please call Stella ask her to bring these things where they're from the store experience of fresh no fees, five six labs and blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big twice for Okta. The kids she can scoop these things into three red backs and we're gonna go meet here Wednesday at the train station.
73;english352.mp3;Please call Stella ask her to bring this things with her from the stall six of fresh snow piece five six let's of blue cheese and maybe a snack abroad the ball we also need a small plastic snake and the big rock for the kids she can scoop this things into try with backs. And we will go meet her witness the at the train station.
74;english346.mp3;Please call stellar asked me to bring these things with her from the store. Six phones are fresh no pies five six slabs of blue cheese and maybe a snack for her brother Bob you also need a small plastic snake and a big twenty five for the kids she can scoop these things into three read bags and he will go meet her Wednesday at the train station.
75;english420.mp3;Please call Stella asked her to bring these things with her from the store six phones Frisch not pace five fix latches blue chase and maybe a snack for a profit. Bob we also need a small plastic snake and a big twenty fourth for the kids. She can script these things into three rate bags and we will go and meet you when stay at the train station.
76;english408.mp3;Calls Della, ask her to bring these things with her from the store six Funes a fresh snow pies five six slabs of blue cheese and maybe a snap for her brother Bob. We also need a small plastic steak and a big twice frog for the kids. She can scoop these things into three read bags and we will go meet her Wednesday at the train station.
77;english391.mp3;Please call Stella and things that have.Been.Bad slab routines and maybe a snack Bob we also need a small best the snake and it or so for the kids. She can do these things into three rent bags and we will get lovable me her Wednesday at the train station.
78;english385.mp3;Please call seller ask her to bring these things with her from the store six phones of fresh snow piece five, six labs a Bluetooth and maybe it's knack for her brother Bob. We also need a small plastic snake and a big tore for all for, for the kids she can scoop theses into three read back and we will go meet her with the at the train station.
79;english150.mp3;Please costs to ask her to bring these things with her from the store six phones of fresh no pies five, six lapse of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three read bags and we'll go meet her Wednesday at the train station.
80;english144.mp3;Please call Stella asked her to bring these things with it from the store six Funes a fresh snow pies five six labs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and the big toys from for the kids she can scoop these things industry right bags and we'll go meet your Wednesday at the train station.
81;english178.mp3;Please call Stella asked her to bring these things with her from the store six of fresh snow pies five, six labs and blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids she can scoop these things into three read bags. Move will go meet her Wednesday at the train station.
82;english193.mp3;Please call Stella asked her to bring these things with her from the store. Six phones are first no pies five six slabs of Bluetooth and maybe a snack for brother Bob we also need a small plastic snake and a big toys for all for the kids she can scoop these things into three red backs and we will go meet her Wednesday at the train station.
83;english187.mp3;Please call Stella ask her to bring these things with her from the store six phones a fresh snow pies five, six labs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toys fraud for the kids. She can scoop these things and just reread bags and we will go meet or Wednesday at the train station.
84;english17.mp3;Please call Stella after the wrangler said router from the store six five six labs are blue cheese and maybe it's net for both above. We also need a small plastic snake and a big tower frog for the kids. She can scoop these things into three read bags and we will go go meter Wednesday at the train station.
85;english540.mp3;Please call Stella ask her to bring these things with her from the store six bins of fresh snow pies five, six labs of blue cheese and maybe a snack for her brother Bob. They also need a small plastic snake and a big twice prompt for the kids. She can scoop these things into three read bags and we will go meet her Wednesday at the train station.
86;english226.mp3;Please costa of come to bring these things from the store six boons of fresh new pies five six slabs of blue cheese and maybe it's not for her brother bold we also need a small plastic snake and a big toy frogs for the kids. She can scoop these things into three read bags and we will go meet to Wednesday at the train station so you know find you.
87;english232.mp3;Please call Stella asked her my niece things with her from the store six refresh, no piece five, six labs buchi's and maybe it's not for rather. Bob we also need a small plastic snake and a big, totally frog for the kids. She can go to these things into three read back and we will go meet her Winsted transition.
88;english554.mp3;Please call our after.There's a fresh nothing five, six lots of Bluetooth and maybe a fax her brother Bob. Mall plastic safe and a big twice taking things in the three read back and we'll go meet her Wednesday at the train station.
89;english568.mp3;Please call, still answer to bring these things with her from store six phones of fresh snow piece that fix lamps and blue cheese and maybe a snack or her brother ma'am. We also need a small plastic sneak in the big toys brawl with the kids. She can do these things. Industry read bags and we will go meet her wins V. at the train station.
90;english569.mp3;Please call Stella Oscar to bring these things with her from the store six Brian's a fresh snow pays five six slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy from for the kids she can skip these things into three read bags and we'll go may to Wednesday at the train station.
91;english233.mp3;Please call Stella passcode to bring these things because from the store sixteen fresh snow pies, five, six lab booties and maybe if maximum brother Bob, we all need a small plastic snake and the thing twice in the kid she can scoop these things three read bags and we will go meet her when they're at the train station.
92;english555.mp3;Clears close cello Astrid agree with from the store six phones are freshness please. Five, six lives of fruit trees and maybe a stack for her broker ball we also need this role plastics and a big, totally frog for the kids. She sees things into three read bags and we'll go where does a train station?
93;english541.mp3;Please call Stella ask her to bring these things with her from the store. Six bins of fresh snow pies five, six labs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three read bags and we will go meet her Wednesday at the train station.
94;english227.mp3;Please call setup Oscar to bring these things with us from the store six phones a fresh snow pace five six slaps upload chase snack rather fault we also need a small plastics night and the big twice for all for the kids she can scoop these things into three red backs. And we will go to make a Wednesday at the train station. Beautiful very much.
95;english16.mp3;Please call still as per to bring these things with her from the store to fresh knows piece for us six slides and blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake or a big to a frog for the kids. You can scoop these things into three red backs. We will go meet her Wednesday at the train station.
96;english186.mp3;Please costella ask her to bring these things where they're from the store six pounds of freshness piece five, six lapse of blue cheese and maybe a snack for her brother Bob. We also need small plastic snake and big twice rocks that the kids. She can skip these things into three red backs. And we will go to meet her Wednesday at the train station.
97;english192.mp3;Please call Stella ask her to bring these things with her from the store. Six balloons of fresh snow piece five, six labs of blue cheese and maybe a snap for her brother Bob. We also need a small plastic snake and a big twice frog for the kids. She can scoop these things into three red backs. And we will call me her Wednesday at the train station.
98;english179.mp3;Please call Stella asked you to bring these things with her from the store six Funes of fresh snow pies five six slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big query frog for the kids she can scoop these things into three read bags and we will go meet her Wednesday at the train station.
99;english145.mp3;Please. Cool Stella, I'll go to bring these things with her from the store, fix a fresh snow paste five, six, fives of blue cheese and maybe a snack brother both. We will also need the smooth plastic snake and the big toyed frog for the kids. She can scoop these things into three read bags and we'll go to Wednesday at the train station.
